1.8318,99.31279685,103.7463235
3.068,76.53075919,79.34191176
4.8522,67.91561589,71.20955882
6.8931,22.99891875,30.54411765
8.0163,94.55310536,99.72058824
12.0289,58.24014855,63.12132353
13.4457,33.05610807,37.52205882
14.8583,76.62556429,80.66544118
19.079,40.53516696,43.85294118
21.9774,17.82570472,23.72794118
24.7773,53.36075441,56.99632353
28.2326,17.91060902,22.62132353
29.5827,42.98792067,49.3125
34.4709,98.70797696,101.3970588
37.5145,61.15403612,65.46323529
40.7716,61.6730822,66.35661765
47.5519,18.49463949,24.48529412
49.4721,76.12059351,78.10294118
54.1326,71.01637641,75.12132353
62.0798,25.33145962,31.91544118
63.9608,20.71211488,25.07352941
65.2549,63.86730405,67.68014706
66.5066,71.32239739,74.08088235
68.3921,96.6490446,102.6838235
72.7393,20.06434213,24.50367647
75.1392,96.48270633,100.1213235
76.69,40.30865655,46.48529412
78.204,25.28960647,31.84926471
80.7582,25.04309671,31.66544118
82.5531,30.22650144,35.83823529
85.0456,38.03947146,46.30882353
86.5065,25.27808088,29.90073529
88.2926,61.56057188,65.375
89.4402,83.94281547,87.37867647
91.0058,13.11971781,20.84926471
93.0159,35.18425598,40.90073529
95.5484,63.83306157,68.13970588
97.9839,76.35396848,79.30147059
99.6424,68.38646713,74.97794118
100.8945,24.86597268,28.96691176
102.2536,55.81151105,60.80147059
106.8452,38.21577456,45.37132353
108.3993,99.08125821,102.3676471
111.5454,58.38789772,61.875
112.7958,17.66714734,22.89705882
117.552,79.32446859,83.54779412
119.003,76.72539402,83.61029412
120.7483,76.5211345,81.73529412
123.0715,90.90608915,96.16176471
125.1392,98.85386548,102.9007353
126.3815,50.73126147,53.95588235
128.1967,93.6704919,97.13602941
129.3566,94.38485738,98.66176471
130.9411,71.11560483,73.38970588
135.505,76.55391929,80.21323529
138.1344,76.44223033,81.10294118
139.5313,43.36687261,49.32720588
144.3312,50.48024544,54.17279412
146.8995,53.88759054,59.55882353
148.0394,17.18666495,22.52205882
150.7609,83.40154667,85.53676471
151.8646,32.77377619,36.91544118
153.0638,32.2814364,36.04779412
156.5516,55.81471061,61.02941176
158.0185,96.42750568,101.7757353
159.4682,43.0844094,49.79411765
167.2875,65.83901504,71.59191176
169.2017,91.77855426,96.05882353
172.2377,71.08324467,74.98161765
174.768,83.82178874,91.42279412
176.6013,12.36399764,18.23161765
177.7075,15.12952589,21.59926471
180.5037,35.55933959,41.64338235
184.8352,14.56707702,21.30514706
186.4988,55.90755205,59.41544118
190.3477,30.70259132,36.06617647
191.5505,7.915494405,15.18382353
193.2579,55.65381634,60.65073529
194.5525,28.01198346,32.87132353
195.9824,48.75195256,52.29779412
199.1065,17.86810331,21.54779412
200.4251,33.27215149,37.47058824
203.2396,7.351070257,12.80882353
204.416,63.46739707,67.18014706
206.458,35.64816349,39.75367647
208.0255,99.37835656,102.3235294
209.3349,63.50789231,68.05147059
210.8119,58.11373191,62.16176471
212.7545,81.39031808,84.30882353
214.9111,88.97714027,91.76470588
217.1502,25.32514999,31.09191176
218.3815,10.1698767,15.41911765
219.591,87.05488745,89.80147059
224.2405,84.0011275,87.51470588
225.4213,25.55549153,29.55147059
228.744,86.21403283,88.66544118
230.7403,30.57607452,35.5625
235.8915,45.89059838,53.09558824
237.5068,65.95099876,70.53676471
238.7902,35.92168036,42.52941176
244.1485,38.48589668,43.48897059
245.3485,73.96903169,80.33088235
249.6725,37.50892158,42.54779412
253.1245,60.76471549,66.03308824
255.6911,71.27498835,74.33455882
257.1518,78.88425986,82.47794118
258.2968,7.621291877,12.77573529
259.8528,70.56326455,73.84191176
261.8889,1.02253997,9.5625
264.2095,22.73788305,28.00367647
268.0778,12.89692401,18.34926471
269.725,89.19203947,94.78308824
271.0715,10.03483603,16.09191176
274.8139,85.29089255,88.28676471
280.0909,81.3961932,87.66911765
281.6774,47.98328921,50.42647059
282.8754,38.77528361,44.57352941
286.7097,40.74715406,46.40808824
291.9999,35.73666886,41.97058824
295.1659,93.30238226,97.16176471
297.6291,94.1359972,99.55882353
303.3393,86.68657538,88.91911765
306.2924,55.70639682,61.18382353
310.2349,12.17171936,19.06617647
314.0728,93.62345565,96.94485294
315.8017,55.79797458,61.48161765
318.9266,7.999214232,14.80147059
322.9573,22.91251468,28.00367647
324.8906,60.86733582,64.51102941
326.1134,35.65871882,40.66176471
328.9225,96.49327704,100.9338235
330.3334,96.42031948,99.80514706
334.0477,30.03339291,35.26470588
336.3979,45.37811647,52.51470588
338.1259,20.72644509,24.69485294
339.8192,63.82312634,66.56617647
341.949,7.861846395,15.04779412
343.8072,19.57064726,24.82352941
345.0503,55.68682855,59.52573529
346.4434,13.17937728,16.65441176
348.5835,53.13237307,59.30147059
352.1894,99.11266581,105.7022059
353.6583,20.29728415,26.27573529
357.7519,25.26333862,28.05147059
359.1908,42.63388718,46.39338235
361.4798,60.82819698,64.99264706
364.7661,35.01685907,39.97058824
370.6804,86.25062514,89.95588235
372.1942,88.35035264,91.75367647
373.583,68.65874143,74.37867647
377.7264,55.84846263,60.61029412
379.1498,97.17588255,104.3529412
381.0248,86.50314773,91.44117647
383.0005,69.12089088,75.60661765
385.6254,38.44981657,44.61764706
386.8409,25.34801087,30.02205882
388.3323,85.93213231,88.83823529
390.0212,60.31070627,64.34926471
392.7815,12.80509646,22.60294118
395.122,45.61843418,51.18014706
396.7789,96.40305658,100.5625
399.439,38.54894824,46.47058824
401.1342,4.88344272,10.96691176
403.0529,79.02153772,85.41176471
405.5778,17.81657283,22.51102941
408.3893,65.5209343,70.31617647
411.1057,58.79357156,64.94485294
412.3885,43.05750429,47.76838235
415.4729,30.3051126,35.05882353
417.5553,58.41480886,64.61764706
419.8724,36.60273323,40.72058824
422.9037,30.85746799,36.17647059
429.676,98.73437681,104.5845588
430.8483,22.96464891,31.60294118
434.4927,30.15212069,36.00735294
437.2773,97.21652701,99.03308824
441.2918,38.57781226,42.59191176
442.3974,88.72018305,91.9375
443.9435,51.28161263,55.47426471
445.1475,45.3147984,51.39338235
448.7356,41.1290228,44.48897059
450.0256,55.36888605,61.86397059
452.5826,73.10714305,77.84191176
455.8397,86.09626751,90.25367647
463.776,75.71110719,79.34558824
465.7404,18.19036362,24.61764706
468.6921,4.683628694,10.91911765
471.6459,81.60547504,84.76838235
474.4918,20.67360375,26.21323529
478.9545,61.12381386,68.47058824
481.0661,78.93901538,81.97794118
483.3164,37.71028921,41.49264706
486.1343,96.69608913,99.83455882
